Cenario,BandA,BandB,RTTA,RTTB,Sent,Retrans,Lost,Time
450,4.817,0.879,0.0821,0.1530,15674,416,2,43.303
451,4.822,1.619,0.9961,0.1154,15178,669,3,31.541
452,4.828,2.274,0.1060,0.1483,15869,565,3,29.309
453,4.874,0.961,0.0972,0.1450,16223,533,2,58.855
454,4.961,1.697,0.0832,0.9475,16196,1085,3,36.636
455,0.465,3.674,0.1031,0.9007,15465,260,1,65.493
456,0.578,3.237,0.0971,0.1363,16277,526,2,72.852
457,0.773,3.627,0.0960,0.1282,16012,394,1,63.121
458,0.879,4.817,0.10000,0.1782,16655,474,2,53.480
459,0.961,4.874,0.0985,0.4060,16511,439,2,49.340
460,0.990,3.787,0.1003,0.1216,16364,489,2,52.566
461,1.154,4.793,0.0981,0.8997,16507,587,3,48.145
462,1.160,3.270,0.0841,0.7491,16820,255,2,51.195
463,1.229,4.456,0.0968,0.9045,16415,719,3,45.956
464,1.619,4.822,0.0960,0.1741,15475,378,2,32.092
465,1.677,3.420,0.0853,0.4745,15158,1530,4,44.602
466,1.697,4.961,0.0812,0.1577,16297,625,3,35.137
467,1.721,4.545,0.0870,0.9287,15622,504,3,31.623
468,1.922,4.498,0.0956,0.1404,16227,748,2,37.657
469,2.088,3.354,0.0887,0.9421,15435,1158,4,38.979
470,2.243,4.675,0.0905,0.1492,15230,536,3,28.394
471,2.272,3.311,0.0860,0.3305,14661,27,3,31.915
472,2.274,4.828,0.1017,0.1857,15347,837,3,27.576
473,2.480,3.814,0.0952,0.1598,14599,423,3,30.626
474,2.584,3.557,0.4733,0.3996,14834,438,3,32.793
475,2.598,4.376,0.7459,0.1372,14804,1025,3,28.525
476,2.653,3.448,0.0935,0.1434,15392,1114,3,33.617
477,2.675,4.744,0.0882,0.4535,15605,970,3,26.894
478,2.774,4.114,0.0941,0.1745,15061,1435,3,28.954
479,2.984,3.893,0.0958,0.1106,14572,137,4,27.509
480,3.237,0.578,0.0993,0.8744,15525,396,2,61.774
481,3.270,1.160,0.0962,0.1453,15710,1299,3,56.953
482,3.311,2.272,0.0817,0.1572,15261,990,3,38.996
483,3.354,2.088,0.9091,0.1456,15079,1006,3,37.051
484,3.420,1.677,0.0957,0.1290,15262,427,4,40.331
485,3.448,2.653,0.0815,0.1540,14549,548,3,31.764
486,3.557,2.584,0.0975,0.1599,15004,1332,4,36.959
487,3.627,0.773,0.0896,0.11013,16008,543,3,68.147
488,3.674,0.465,0.9898,0.1455,15546,601,2,64.949
489,3.787,0.990,0.0862,0.8027,16503,480,3,51.166
490,3.814,2.480,0.0979,0.1328,14519,557,3,34.926
491,3.893,2.984,0.0934,0.1561,14579,402,4,27.358
492,4.114,2.774,0.0959,0.1519,16336,903,3,32.266
493,4.376,2.598,0.1069,0.5079,15451,1218,4,31.963
494,4.456,1.229,0.0964,0.1466,16367,687,3,43.280
495,4.498,1.922,0.7021,0.1563,15339,736,3,34.566
496,4.545,1.721,0.8241,0.1323,16033,501,3,35.115
497,4.675,2.243,0.0931,0.1777,15192,424,4,28.007
498,4.744,2.675,0.0952,0.1483,15461,777,3,28.066
499,4.793,1.154,0.0904,0.1480,16712,743,3,46.162
500,4.817,0.879,0.0941,0.1582,15857,238,1,45.448
501,4.822,1.619,0.6359,0.1522,16013,633,3,36.019
502,4.828,2.274,0.0970,0.1691,15490,730,3,30.783
503,4.874,0.961,0.1051,0.1451,16299,316,2,50.663
504,4.961,1.697,0.1027,0.9455,15363,483,3,31.766
